user_global_idx,attenuation_db,seed_nmse_db,aug_nmse_db
3596,3.095539382906169e-09,31.607397,36.095444
6288,97.3305144023104,159.53653,164.0075
4632,55.256029585888776,62.13352,66.66449
125,30.576898873680438,57.822765,62.29334
7641,28.54645947370657,44.436592,48.965065
6229,6.775377415498611,62.661594,67.13213
1296,7.63785367833577,-8.125999,-9.061979
1976,33.64296937811452,15.576958,9.926909
9362,27.82768224169482,13.246821,15.829784
9319,26.138959801581123,10.209956,12.075937
5750,34.366467029438425,54.804115,59.30008
8152,20.912881458152263,33.926285,38.434795
3086,11.90657937129107,6.505086,10.109987
9161,26.65382563598608,16.20337,20.177135
6882,36.69989973815921,76.563156,81.06644
9190,19.383210065710482,7.93876,11.122356
7673,13.519080672944845,26.926077,31.446877
3345,13.023594163510666,54.143593,58.650974
8172,11.55890694697182,24.638489,29.152279
9305,53.706872578030584,38.31505,40.80379
5870,51.537244000957934,109.620346,114.1078
6506,35.018642858358334,85.68907,90.17785
2797,12.168560826193177,5.6807284,9.07583
918,14.47291944763625,-1.9730257,-3.5726233
1646,-0.9515833555897761,12.558451,16.91893
5122,48.36005163206643,67.93174,72.443054
5126,21.943305905296604,41.58924,46.091877
4621,53.196683022227504,61.963226,66.490074
6809,32.251252679139675,77.12855,81.58966
364,28.76151034460736,43.63006,48.122143
2125,20.10317703586984,1.9745821,1.355499
8150,19.114919040830635,32.48134,36.983055
8717,0.00033483419778274916,2.7301779,5.569701
55,43.206311925798815,22.999737,21.198425
638,22.0241206793333,2.4812517,1.259727
302,21.024724704682477,3.8047428,2.7428124
5811,22.66543195658723,68.375946,72.85921
1276,18.310570049663706,5.024169,-1.823092
4432,22.047335202242703,35.92197,40.43838
3644,18.265124533290813,48.965458,53.474007
4143,9.330141548837265,34.361397,38.84963
2878,10.255043366919407,6.902476,10.75079
6493,13.29785137115451,93.331604,97.79266
5240,34.14744510121187,68.53581,73.07319
9292,42.5946376736121,28.133385,30.809603
6937,16.316095947011306,53.620422,58.124153
7240,0.4848946314115557,25.592522,30.077274
2593,46.15853205199147,79.21633,83.67598
2393,5.316676687820047,36.474274,40.967068
523,22.274023864769795,9.066913,1.4331197
6376,92.88905237917136,157.44398,161.9097
6981,11.55686050724443,46.932888,51.426468
6677,37.82905282013623,94.68337,99.1714
3900,20.613360736458787,48.83459,53.35304
9514,45.16397189254123,23.32684,20.761698
5585,15.860770420907146,28.862736,33.3481
9245,64.08500750965166,50.39225,53.756832
7956,11.088108252529114,25.509724,30.033302
7570,7.090496431603328,23.671879,28.188126
6777,30.196360333685334,77.8666,82.34405
671,16.1690797274194,0.7220501,0.79714787
4188,3.27526687868068e-09,21.951565,26.432865
666,18.718787879801493,2.1913524,1.5290861
3266,42.297374046983826,79.69659,84.18477
1887,12.77118779266496,-3.2284906,-5.10633
8472,0.007614722463813672,11.698632,15.996731
9091,5.040791890246106,2.0455637,3.7695267
7687,17.296807519885622,30.706306,35.198647
6031,55.22473240896857,114.12718,118.62399
6090,2.08137175968335,56.842213,61.32808
6238,82.96873955818454,143.1399,147.63446
7350,15.267613505900927,37.05892,41.603943
7830,6.324130973141905,17.7512,22.23077
760,-0.004996546018678667,-3.6444619,-2.2929142
6254,99.58805708550457,160.42996,164.91348
1906,37.99079833707131,16.594542,13.809194
3818,28.51828064840983,57.628136,62.10063
6269,79.31792777047077,140.76736,145.25337
4300,2.1268145841565323e-10,20.052116,24.531883
5569,35.22836401777278,47.39407,51.926937
7941,2.607120628917584,17.550266,22.007742
4164,9.512598810496183,32.54975,37.07468
5971,40.760671801745175,105.996544,110.48982
3579,-8.928167990353335e-10,32.00704,36.51283
2832,15.333289026334446,8.517651,12.308536
5449,18.9462381863284,46.70622,51.23058
3472,-1.8088546036584238e-09,35.72663,40.24282
6327,94.9152477730567,158.09613,162.56714
137,24.49118037044734,39.852673,44.38026
7043,0.31832912866222535,32.539185,37.072018
4892,29.324708420123436,15.563517,18.554369
2180,7.386206299629523,-5.414193,-4.986655
7730,24.458749117650914,37.880486,42.420532
3177,37.783844143282856,70.78071,75.30837
4854,23.90476519435937,7.9799085,9.722659
4637,39.498053238367,46.36597,50.892616
5115,29.53241073367646,48.987297,53.50495
7648,26.834609262285724,41.486458,45.984226
4261,-7.5162865030307e-10,21.552845,26.08095
1331,9.693796337281125,-1.4478219,-3.389703
7002,2.3060776538844852e-08,34.398563,38.89442
6941,28.00985316819461,65.1557,69.63885
8017,10.640638608332127,23.592356,28.108442
6241,90.18994626099786,150.50693,154.9866
9864,9.94273601178072,-1.7796844,-7.205447
6881,30.25883969015193,70.193634,74.680275
4530,21.252614903134585,33.40467,37.9179
4673,39.55464397396008,45.045208,49.55792
6996,-4.9131245287886265e-09,34.6519,39.171017
1252,2.0202178571693903,-14.156681,-13.390594
3374,14.511808625633101,54.937782,59.42766
2814,15.202160172559703,10.887571,15.038467
4719,46.89605488548661,52.00054,56.501995
6544,39.48940575783156,81.59024,86.074005
4858,27.984185475295178,12.205376,14.272617
7901,1.88557410869337,19.442225,23.909094
8580,0.0003650511436140637,3.2961118,6.181908
8427,15.672783905460722,30.973703,35.502342
1077,22.832902990545993,3.2636354,3.3323545
